obsid,leadid,ccode,"
idacr",leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,Living_Abroad_Civilian,Military_Service_Abroad,Diplomatic,First_Gen_Immigrant,Study_Abroad_Civilian,Study_Abroad_Military,Exile_Abroad,Living_Abroad_Under_18,Foreign_Language,Which_language,foreign_country_1,Year_Arrival_Country_1,Year_Departure_Country_1,Country_1_military_only,foreign_country_2,Year_Arrival_Country_2,Year_Departure_Country_2,Country_2_military_only,foreign_country_3,Year_Arrival_Country_3,Year_Departure_Country_3,Country_3_military_only,foreign_country_n,Year of first departure,Year of final return,Multiple Foreign Experience,Less than one year,Between 1 and 5 years,Between 5 and 10 years,More than 10 years,travel/Tourism,travel_country_1,travel_country_2,travel_country_3,Notes,Sources,Coder_1,Coder_2 ,Coder_3,Revision_Coder_2_3,Revision Note
PER-2001,81fab41a-1e42-11e4-b4cd-db5882bf8def,135,PER,Alejandro Toledo,2001-07-28,7/28/2001,2006-07-28,7/28/2006,Regular,Regular,Regular,0,OK,M,1946,-777,NA,,NA,,NA,0,1,0,0,NA,NA,1,0,0,0,1,0,0,1,1,English,USA,,,,Japan,,,,,,,,,1965,2019,,,,,1,,,,,"Studied at the University of San Francisco the last year of secondary school through the US Peace Corps and went on to study there. He got two masters at Stanford in 1972. He served as a consultant for the Stanford Research Institute. In 1975 he moved to Paris for the OECD. In 1978 he worked at the Inter-American Bank in DC as well as worked as an associate professor of Econ at American University. Then he worked for the World Bank. In 1989 he was the leader of UNDP and ILO in New York. He was a fellow at Harvard from 1991-4. During the same time he was a visiting professor at the Waseda University in Tokyo, Japan. He got a PhD in economics of HR at Stanford in 1993. After his presidency he returned to the US to work at Stanford. He married the same woman twice. His presidency was embroiled in several scandals including affairs and illegitimate children. He was arrested in the US in 2019 to be extradited to Peru but given bail in 2020 .  ","América economia. 2010. “Alejandro Toledo Anuncia Que Será Candidato Presidencial 2011.” Www.americaeconomia.com. November 10, 2010. https://www.americaeconomia.com/politica-sociedad/politica/alejandro-toledo-anuncia-que-sera-candidato-presidencial-2011.; BBC Mundo. 2002. “Tensa Calma En Arequipa.” News.bbc.co.uk, June 17, 2002. http://news.bbc.co.uk/hi/spanish/latin_america/newsid_2050000/2050333.stm.———. 2017. ; “Cómo Pasó Alejandro Toledo de Ser El Líder de La Batalla Contra Fujimori En Perú a Estar Acusado de Corrupción.” BBC News Mundo, February 7, 2017. https://www.bbc.com/mundo/noticias-america-latina-38883570.; Biografías y Vidas. n.d. “Biografia de Alejandro Toledo.” Www.biografiasyvidas.com. Accessed November 14, 2022. https://www.biografiasyvidas.com/biografia/t/toledo_alejandro.htm.; Busca Biografías. n.d. “Biografía de Alejandro Toledo Manrique (Su Vida, Historia, Bio Resumida).” Www.buscabiografias.com. Accessed November 14, 2022. https://www.buscabiografias.com/biografia/verDetalle/5635/Alejandro%20Toledo%20Manrique.; El Comercio Perú. 2020. “Alejandro Toledo Saldrá En Libertad Bajo Fianza Por Riesgo de Contagiarse de Coronavirus COVID-19 | Corte | Estados Unidos | Caso Odebrecht | Ecoteva | POLITICA.” El Comercio Perú. March 19, 2020. https://elcomercio.pe/politica/alejandro-toledo-libertad-bajo-fianza-por-riesgo-de-contagiarse-de-coronavirus-corte-estados-unidos-noticia/.; El País. 2001. “Toledo Gana Las Elecciones Presidenciales de Perú Con El 52,76% de Los Votos.” El País, June 1, 2001, sec. Internacional. https://elpais.com/internacional/2001/06/02/actualidad/991432806_850215.html?outputType=amp.; GrupoRPP. 2017. “Alejandro Toledo Participará En Una Conferencia Este Miércoles En Nueva York.” Rpp.pe. May 23, 2017. https://amp.rpp.pe/politica/judiciales/alejandro-toledo-participara-en-una-conferencia-este-miercoles-en-nueva-york-noticia-1052624.; “Justicia de EE.UU. Determina Que Alejandro Toledo Permanezca Detenido.” 2019. Exitosa Noticia. 2019. https://exitosanoticias.pe/v1/justicia-estadounidense-determina-que-alejandro-toledo-permanezca-detenido/amp/.; Michelena, Liliana. 2019. “Alejandro Toledo Seguirá Detenido En Cárcel de Estados Unidos.” El Comercio Perú. September 12, 2019. https://elcomercio.pe/politica/alejandro-toledo-vivo-juez-define-libertad-fianza-jueves-noticia-ecpm-670693-noticia/?outputType=amp.; Noticias Perú. 2012. “Alejandro Toledo Y María Elena Moyano Entre Los ‘20 Héroes de La Inclusión Del Mundo’ | ACTUALIDAD.” Peru.com. September 12, 2012. https://peru.com/actualidad/politicas/alejandro-toledo-y-maria-elena-moyano-entre-20-heroes-inclusion-mundo-noticia-85928/.; Perú, Redacción El Comercio. 2019. “Alejandro Toledo Es Arrestado En EE.UU. ‘Por Mandato de Extradición.’” El Comercio Perú. July 16, 2019. https://elcomercio.pe/politica/alejandro-toledo-arrestado-estados-unidos-mandato-extradicion-noticia-nndc-655960-noticia/?outputType=amp.; Relea, Francesca. 2001. “Alejandro Toledo Asume La Presidencia de Perú.” El País, July 28, 2001, sec. Internacional. https://elpais.com/diario/2001/07/29/internacional/996357601_850215.html?outputType=amp.",Anne,X,,,
PER-2006,81fa8346-1e42-11e4-b4cd-db5882bf8def,135,PER,Garcia Perez,2006-07-28,7/28/2006,2011-07-28,7/28/2011,Regular,Regular,Regular,1,OK,M,1949,-777,NA,,NA,,NA,0,1,0,0,NA,NA,1,0,0,0,1,0,1,0,1,French,Spain,,,,FRN,,,,Colombia,,,,,1972,1978,1,,,1,,,,,,He studied law at the Complutense University of Madrid from 1972-74 and studied sociology at the Universty of Paris. During the presidency of Fujimori in 1992 he recived political asylum in Colombia. There is a conspiracy theory that he is still alive and living in Switzerland.,"CNN Español. 2019. “El Expresidente de Perú Alan García Muere Tras Dispararse En La Cabeza Cuando Iba a Ser Detenido.” CNN. April 17, 2019. https://cnnespanol.cnn.com/2019/04/17/fallecio-el-expresidente-de-peru-alan-garcia-muere-suicidio/.; El Comercio. 2016. “Alan García Obtuvo Su Peor Resultado En Cuatro Elecciones | POLITICA.” El Comercio Perú. April 12, 2016. https://elcomercio.pe/politica/elecciones/alan-garcia-obtuvo-peor-resultado-cuatro-elecciones-394846-noticia/.; El Comercio Perú. 2014. “Se Resolvió El Misterio: Alan García No Es Doctor | POLITICA.” El Comercio Perú. July 23, 2014. https://elcomercio.pe/politica/actualidad/se-resolvio-misterio-alan-garcia-no-doctor-noticia-1744876/.; La Republica. 2016. “Alan García: Historial de Denuncias Y Malos Manejos Que Pesan En Su Contra | Noticias Del Perú | LaRepublica.pe.” Web.archive.org. January 30, 2016. https://web.archive.org/web/20160130203636/http://larepublica.pe/politica/699434-alan-garcia-y-el-historial-de-denuncias-y-malos-manejos-que-pesen-en-su-contra.; Lozano, Pilar. 1992. “Alan García Promete Luchar Contra La Dictadura Peruana Desde Su Exilio En Colombia.” El País, June 3, 1992, sec. Internacional. https://elpais.com/diario/1992/06/04/internacional/707608813_850215.html.; Soto, Ángel. 2015. “Alan García: El Caudillo Latinoamericano.” Facultad de Derecho Y Gobierno. October 13, 2015. https://www.uss.cl/derecho-ciencias-sociales//alan-garcia-caudillo-latinoamericano/.; “Wayback Machine.” 2006. Web.archive.org. October 6, 2006. https://web.archive.org/web/20061006124139/http://www.bcrp.gob.pe/bcr/dmdocuments/Estadistica/Cuadros/Anuales/ACuadro_08.xls.",Anne,X,,,
PER-2011,8250bb58-1e42-11e4-b4cd-db5882bf8def,135,PER,Ollanta Humala,2011-07-28,7/28/2011,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1962,-777,6/27/1962,6/27/1962,NA,,NA,0,-888,-888,-888,NA,NA,1,0,0,0,1,0,1,0,1,French,Spain,,,,FRN,,,,Colombia,,,,,1972,1978,1,,,1,,,,,,He studied law at the Complutense University of Madrid from 1972-74 and studied sociology at the Universty of Paris. During the presidency of Fujimori in 1992 he recived political asylum in Colombia. There is a conspiracy theory that he is still alive and living in Switzerland.,"CNN Español. 2019. “El Expresidente de Perú Alan García Muere Tras Dispararse En La Cabeza Cuando Iba a Ser Detenido.” CNN. April 17, 2019. https://cnnespanol.cnn.com/2019/04/17/fallecio-el-expresidente-de-peru-alan-garcia-muere-suicidio/.; El Comercio. 2016. “Alan García Obtuvo Su Peor Resultado En Cuatro Elecciones | POLITICA.” El Comercio Perú. April 12, 2016. https://elcomercio.pe/politica/elecciones/alan-garcia-obtuvo-peor-resultado-cuatro-elecciones-394846-noticia/.; El Comercio Perú. 2014. “Se Resolvió El Misterio: Alan García No Es Doctor | POLITICA.” El Comercio Perú. July 23, 2014. https://elcomercio.pe/politica/actualidad/se-resolvio-misterio-alan-garcia-no-doctor-noticia-1744876/.; La Republica. 2016. “Alan García: Historial de Denuncias Y Malos Manejos Que Pesan En Su Contra | Noticias Del Perú | LaRepublica.pe.” Web.archive.org. January 30, 2016. https://web.archive.org/web/20160130203636/http://larepublica.pe/politica/699434-alan-garcia-y-el-historial-de-denuncias-y-malos-manejos-que-pesen-en-su-contra.; Lozano, Pilar. 1992. “Alan García Promete Luchar Contra La Dictadura Peruana Desde Su Exilio En Colombia.” El País, June 3, 1992, sec. Internacional. https://elpais.com/diario/1992/06/04/internacional/707608813_850215.html.; Soto, Ángel. 2015. “Alan García: El Caudillo Latinoamericano.” Facultad de Derecho Y Gobierno. October 13, 2015. https://www.uss.cl/derecho-ciencias-sociales//alan-garcia-caudillo-latinoamericano/.; “Wayback Machine.” 2006. Web.archive.org. October 6, 2006. https://web.archive.org/web/20061006124139/http://www.bcrp.gob.pe/bcr/dmdocuments/Estadistica/Cuadros/Anuales/ACuadro_08.xls.",Anne,X,,,
PHI-1946,824cb9e0-1e42-11e4-b4cd-db5882bf8def,840,PHI,Roxas,1946-07-04,7/4/1946,1948-04-16,4/16/1948,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1892,1948,1892-01-01,01jan1892,4/15/1948,4/15/1948,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FRoxas&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6lHx7nTft0KTSnJCXgsKLAH3UuC9BGqaSfVNQ7MAYeU&e=,0,2,0,-777,NA,NA,0,0,0,0,0,0,0,1,1,"English, Spanish",CHN,1904,1906,0,,,,,,,,,,1904,1906,0,0,1,0,0,1,USA,,,,"Salamanca, Bonifacio (Summer 1989). ""Quezon, Osmeña and Roxas and the American Military Presence in the Philippines"". Philippine Studies. 32 (3): 301–316.;Guillermo, Artemio R. Historical dictionary of the Philippines. Scarecrow Press, 2011.",X,Tongtong,,1,Secondary education in Hong Kong
PHI-1948,824cb9e1-1e42-11e4-b4cd-db5882bf8def,840,PHI,Quirrino,1948-04-16,4/16/1948,1953-12-30,12/30/1953,Regular,Regular,Regular,0,OK,M,1890,1956,1890-11-16,16nov1890,2/28/1956,2/28/1956,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Elpidio-5FQuirino&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qBPtkNR9Dt3doz7WcJfCQ4szGyguZh3KD3aaxxuk0NQ&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,0,0,0,0,0,1,USA,,,Elpidio Quirino was part of delegation negotiating Philippine independence with the US in 1934.,"Guillermo, Artemio R. Historical dictionary of the Philippines. Scarecrow Press, 2011.",X,Tongtong,,0,
PHI-1953,824cb9e2-1e42-11e4-b4cd-db5882bf8def,840,PHI,Magsaysay,1953-12-30,12/30/1953,1957-03-17,3/17/1957,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1907,1957,8/31/1907,8/31/1907,3/17/1957,3/17/1957,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ramon-5FMagsaysay&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=M4XTtfscmnLi1dXP-93OET-K00KGYVmoVDnHrlPNrI8&e=,0,2,0,-777,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,0,0,0,0,0,1,USA,,,President Manuel Roxas appointed him to negotiate giving veterans benefit to Philippine WWII vetrans in 1948,"“The Hukbalahap Insurrection: Ramon Magsaysay, Edward Lansdale, and the JUSMAG.” 2022. Army.mil. 2022. https://history.army.mil/books/coldwar/huk/ch5.htm.;Guillermo, Artemio R. Historical dictionary of the Philippines. Scarecrow Press, 2011.",X,Tongtong,,0,
PHI-1957,824cb9e3-1e42-11e4-b4cd-db5882bf8def,840,PHI,Garcia,1957-03-17,3/17/1957,1961-11-14,11/14/1961,Regular,Regular,Regular,0,OK,M,1896,1971,1896-11-04,04nov1896,6/14/1971,6/14/1971,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FP.-5FGarcia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1oos5iKTdGFHMqac5kH7KrIfFS60IPKavVBlxScT2pA&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,"Guillermo, Artemio R. Historical dictionary of the Philippines. Scarecrow Press, 2011.",X,Tongtong,,0,
PHI-1961,824cb9e4-1e42-11e4-b4cd-db5882bf8def,840,PHI,Macapagal,1961-11-14,11/14/1961,1965-12-30,12/30/1965,Regular,Regular,Regular,0,OK,M,1910,1997,9/28/1910,9/28/1910,4/21/1997,4/21/1997,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Diosdado-5FMacapagal&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=WnCCh6hXwz--W3CviCFqUDKqtbpBKjg8e7kO2PlHrdM&e=,0,1,0,0,Father of Gloria Macapagal-Arroyo%824ceab7-1e42-11e4-b4cd-db5882bf8def,0,1,0,1,0,0,0,0,0,1,English,USA,1948,1949,0,,,,,,,,,,1948,1949,0,0,1,0,0,1,UKG,,,"In 1948, Macapagal was chief negotiator in the successful transfer of the Turtle Islands in the Sulu Sea from the United Kingdom to the Philippines. Also in 1948, he was appointed secdonary secretary at Philippine Embassy in Washington DC. In 1949, he was promoted to counselor of legal affairs.at Philippine Foreign Office.","Macapagal, Diosdado (1966). ""About the Author"". The Philippines Turns East. Quezon City: Mac Publishing House.;Guillermo, Artemio R. Historical dictionary of the Philippines. Scarecrow Press, 2011.",X,Tongtong,,0,
PHI-1965,824cb9e5-1e42-11e4-b4cd-db5882bf8def,840,PHI,Marcos,1965-12-30,12/30/1965,1986-02-25,2/25/1986,Regular,Irregular,"Popular Protest, without Foreign Support",0,Exile,M,1917,1989,9/11/1917,9/11/1917,9/28/1989,9/28/1989,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ferdinand-5FMarcos&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=o11VLiVJBfbUUQwHJVWDLjRrdz0KQO52cjMS7VpbVVo&e=,0,3,2,1,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,"Overholt, William H. ""The rise and fall of Ferdinand Marcos."" Asian Survey 26, no. 11 (1986): 1137-1163.",X,Tongtong,,0,
PHI-1986,824ceab4-1e42-11e4-b4cd-db5882bf8def,840,PHI,Aquino,1986-02-25,2/25/1986,1992-06-30,6/30/1992,Irregular,Regular,Regular,0,OK,F,1933,2009,1/25/1933,1/25/1933,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Corazon-5FAquino&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=fjFGPAIaj20Ob1uuYNg2JjhqSUgf4pybxY7-L03AaPo&e=,1,1,0,0,Mother of Benigno Aquino III%8255e1c9-1e42-11e4-b4cd-db5882bf8def,0,1,0,0,0,1,0,1,1,1,"English, French, Japanese, Spanish, Tagalog, Kapampangan",USA,1945,1983,0,,,,,,,,,,1945,1983,0,0,0,0,1,,,,,"Aquino's family migrated to the United States. She attended Notre Dame Convent School in New York city, graduating in 1949, at age 16. She then attended College of Mount Saint Vincent in New York, graduating in 1956, studying French and mathematics. Between 1980-83, her family exiled to the US.",“Cory Aquino - Essential Cory Aquino.” 2022. Coryaquino.ph. 2022. http://www.coryaquino.ph/index.php/essential/article/4a66ceac-f098-11df-b3cf-001617d76479.,X,Tongtong,,1,Migrated to the USA at about 12
PHI-1992,824ceab5-1e42-11e4-b4cd-db5882bf8def,840,PHI,Ramos,1992-06-30,6/30/1992,1998-06-30,6/30/1998,Regular,Regular,Regular,0,OK,M,1928,-777,3/18/1928,3/18/1928,NA,,NA,0,1,0,0,NA,NA,1,1,0,0,1,1,0,0,1,English,USA,1945,1953,0,ROK,1952,1953,1,RVN,1966,1968,1,,1945,1968,1,0,0,0,0,,,,,"Ramos went to the United States as he received an appointment to the United States Military Academy, where he graduated with a Bachelor of Science in Military Engineering degree. He also earned his master's degree in civil engineering at the University of Illinois. Ramos fought in the Korean War as part of the 20th Battalion Combat Team of the Philippine Expeditionary Force (PEFTOK). Notably, he participated in the Battle of Hill Eerie. He also fought in the Vietnam War as a military engineer.","P?y?nch?an Wiw?nhoe, Ch?nsa (December 20, 1977). ""The Philippine Force"". In Yu Man Kap; Park Chan Sul; Kim Chong Ku (eds.). The History of the United Nations Forces in the Korean War. Vol. VI. Seoul, Korea: Ministry of National Defense (Republic of Korea). pp. 319–320.;Guillermo, Artemio R. Historical dictionary of the Philippines. Scarecrow Press, 2011.",X,Tongtong,,0,
PHI-1998,824ceab6-1e42-11e4-b4cd-db5882bf8def,840,PHI,Estrada,1998-06-30,6/30/1998,2001-01-20,1/20/2001,Regular,Regular,Regular,0,Imprisonment,M,1937,-777,4/19/1937,4/19/1937,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Joseph-5FEstrada&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=08wpO5djU_AZ7E-ZgyNxWbyFTyZb9cvyC_EUXfnOP8U&e=,0,1,0,2,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Guillermo, Artemio R. Historical dictionary of the Philippines. Scarecrow Press, 2011.",X,Tongtong,,0,
PHI-2001,824ceab7-1e42-11e4-b4cd-db5882bf8def,840,PHI,Gloria Macapagal-Arroyo,2001-01-21,1/21/2001,2010-06-30,6/30/2010,Regular,Regular,Regular,0,Imprisonment,F,1947,-777,4/5/1947,4/5/1947,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gloria-5FMacapagal-2DArroyo&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=yTXFa9T-1LMKPXxtKd3pH-LQG9ob98SEL3Pi33TSLck&e=,0,1,0,2,Son of Macapagal%824cb9e4-1e42-11e4-b4cd-db5882bf8def,1,1,0,0,0,1,0,0,0,1,"English, Spanish, French, Ilokano, Hiligaynon, Bicolano, Pangasinense, Cebuano.",USA,1964,1966,0,,,,,,,,,,1964,1966,0,0,1,0,0,,,,,Macapagal_Arroyo attended Georgetown University's Walsh School of Foreign Service. She was a classmate of Bill Clinton. ,"Guillermo, Artemio R. Historical dictionary of the Philippines. Scarecrow Press, 2011.",X,Tongtong,,0,
PHI-2010,8255e1c9-1e42-11e4-b4cd-db5882bf8def,840,PHI,Benigno Aquino III,2010-06-30,6/30/2010,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1960,-777,2/8/1960,2/8/1960,NA,,NA,0,-888,-888,-888,Son of Aquino%824ceab4-1e42-11e4-b4cd-db5882bf8def,1,1,0,0,0,0,0,1,0,1,English,USA,1981,1983,0,,,,,,,,,,1981,1983,0,0,1,0,0,,,,,"Between 1981-83, He joined his family in exile in Boston, United States. ","News, BBC. 2021. “Benigno Aquino III: The Quiet Son of Philippine Democracy Icons.” BBC News. BBC News. June 24, 2021. https://www.bbc.com/news/world-asia-57591170.",X,Tongtong,,0,
PNG-1975,824e715f-1e42-11e4-b4cd-db5882bf8def,910,PNG,Somare,1975-09-16,9/16/1975,1980-03-11,3/11/1980,Regular,Regular,Regular,0,OK,M,1936,-777,4/9/1936,4/9/1936,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Michael-5FSomare&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=myvWhJuP_vY9E1w6oGNyCwmbwfsv7LNoFK9IB8J7ny0&e=,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-1980,824e7160-1e42-11e4-b4cd-db5882bf8def,910,PNG,Chan,1980-03-11,3/11/1980,1982-08-02,8/2/1982,Regular,Regular,Regular,0,OK,M,1939,-777,8/29/1939,8/29/1939,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-1982,824e715f-1e42-11e4-b4cd-db5882bf8def,910,PNG,Somare,1982-08-02,8/2/1982,1985-11-21,11/21/1985,Regular,Regular,Regular,1,OK,M,1936,-777,4/9/1936,4/9/1936,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Michael-5FSomare&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=myvWhJuP_vY9E1w6oGNyCwmbwfsv7LNoFK9IB8J7ny0&e=,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-1985,824e7161-1e42-11e4-b4cd-db5882bf8def,910,PNG,Wingti,1985-11-21,11/21/1985,1988-07-04,7/4/1988,Regular,Regular,Regular,0,OK,M,1951,-777,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-1988,824e7162-1e42-11e4-b4cd-db5882bf8def,910,PNG,Namaliu,1988-07-04,7/4/1988,1992-07-17,7/17/1992,Regular,Regular,Regular,0,OK,M,1947,-777,4/3/1947,4/3/1947,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-1992,824e7161-1e42-11e4-b4cd-db5882bf8def,910,PNG,Wingti,1992-07-17,7/17/1992,1994-08-30,8/30/1994,Regular,Regular,Regular,1,OK,M,1951,-777,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-1994,824e7160-1e42-11e4-b4cd-db5882bf8def,910,PNG,Chan,1994-08-30,8/30/1994,1997-07-22,7/22/1997,Regular,Regular,Regular,1,OK,M,1939,-777,8/29/1939,8/29/1939,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-1997,824e7163-1e42-11e4-b4cd-db5882bf8def,910,PNG,Skate,1997-07-22,7/22/1997,1999-07-14,7/14/1999,Regular,Regular,Regular,0,OK,M,1953,-777,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-1999,824ea232-1e42-11e4-b4cd-db5882bf8def,910,PNG,Morauta,1999-07-14,7/14/1999,2002-08-05,8/5/2002,Regular,Regular,Regular,0,OK,M,1946,-777,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-2002,824e715f-1e42-11e4-b4cd-db5882bf8def,910,PNG,Somare,2002-08-06,8/6/2002,2011-08-02,8/2/2011,Regular,Retired Due to Ill Health,Regular,2,OK,M,1936,-777,4/9/1936,4/9/1936,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Michael-5FSomare&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=myvWhJuP_vY9E1w6oGNyCwmbwfsv7LNoFK9IB8J7ny0&e=,0,2.0999999,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG-2011,8255e1cd-1e42-11e4-b4cd-db5882bf8def,910,PNG,O'Neil,2011-08-02,8/2/2011,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1965,-777,2/13/1965,2/13/1965,NA,,NA,0,-888,-888,-888,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
